region,species,production_system,agesex_scenario,year,ahle_total_mean,ahle_total_stdev,ahle_dueto_mortality_mean,ahle_dueto_mortality_stdev,ahle_dueto_healthcost_mean,ahle_dueto_healthcost_stdev,ahle_dueto_productionloss_mean,ahle_total_mean_usd,ahle_total_stdev_usd,ahle_dueto_mortality_mean_usd,ahle_dueto_mortality_stdev_usd,ahle_dueto_healthcost_mean_usd,ahle_dueto_healthcost_stdev_usd,ahle_dueto_productionloss_mean_usd,ahle_dueto_ppr_total_mean,ahle_dueto_ppr_total_stdev,ahle_dueto_ppr_mortality_mean,ahle_dueto_ppr_mortality_stdev,ahle_dueto_ppr_healthcost_mean,ahle_dueto_ppr_healthcost_stdev,ahle_dueto_ppr_productionloss_mean,ahle_dueto_ppr_total_mean_usd,ahle_dueto_ppr_total_stdev_usd,ahle_dueto_ppr_mortality_mean_usd,ahle_dueto_ppr_mortality_stdev_usd,ahle_dueto_ppr_healthcost_mean_usd,ahle_dueto_ppr_healthcost_stdev_usd,ahle_dueto_ppr_productionloss_mean_usd,ahle_dueto_bruc_total_mean,ahle_dueto_bruc_total_stdev,ahle_dueto_bruc_mortality_mean,ahle_dueto_bruc_mortality_stdev,ahle_dueto_bruc_healthcost_mean,ahle_dueto_bruc_healthcost_stdev,ahle_dueto_bruc_productionloss_mean,ahle_dueto_bruc_total_mean_usd,ahle_dueto_bruc_total_stdev_usd,ahle_dueto_bruc_mortality_mean_usd,ahle_dueto_bruc_mortality_stdev_usd,ahle_dueto_bruc_healthcost_mean_usd,ahle_dueto_bruc_healthcost_stdev_usd,ahle_dueto_bruc_productionloss_mean_usd,ahle_dueto_productionloss_stdev,ahle_dueto_ppr_productionloss_stdev,ahle_dueto_bruc_productionloss_stdev,ahle_dueto_productionloss_stdev_usd,ahle_dueto_ppr_productionloss_stdev_usd,ahle_dueto_bruc_productionloss_stdev_usd,ahle_dueto_otherdisease_total_mean,ahle_dueto_otherdisease_mortality_mean,ahle_dueto_otherdisease_healthcost_mean,ahle_dueto_otherdisease_productionloss_mean,ahle_dueto_otherdisease_total_mean_usd,ahle_dueto_otherdisease_mortality_mean_usd,ahle_dueto_otherdisease_healthcost_mean_usd,ahle_dueto_otherdisease_productionloss_mean_usd,ahle_dueto_otherdisease_total_stdev,ahle_dueto_otherdisease_mortality_stdev,ahle_dueto_otherdisease_healthcost_stdev,ahle_dueto_otherdisease_productionloss_stdev,ahle_dueto_otherdisease_total_stdev_usd,ahle_dueto_otherdisease_mortality_stdev_usd,ahle_dueto_otherdisease_healthcost_stdev_usd,ahle_dueto_otherdisease_productionloss_stdev_usd
Afar,Cattle,Overall,Oxen,2021,1989198390.407299,5337105212.361324,1035300574.1653004,5357302971.714768,-7537.883847698569,797680.8105492556,953905354.1258464,56952757.75735259,152806709.35133845,29641700.441156786,153384991.58866847,-215.81722308408632,22838.40676223268,27311273.133418888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,7562102076.463461,0.0,,216510615.418813,0.0,,,,,,,,,,,,,,,,,
Afar,Cattle,Pastoral,Adult Combined,2021,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Afar,Cattle,Pastoral,Adult Female,2021,73981746484.0986,10703242928.108118,4661253357.909899,5250417330.180678,-9179527.024667904,1046400.3618081961,69329672653.21338,2118172076.8997858,306444648.5791818,133456388.57285227,150324747.78423634,-262819.1242684128,29959.498565181235,1984978507.451202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,11921673222.0822,0.0,,341329537.74436814,0.0,,,,,,,,,,,,,,,,,
Afar,Cattle,Pastoral,Adult Male,2021,4830035266.805601,5692768339.284927,2278821149.435299,5367439760.4486475,-303533.54015161097,810033.590718938,2551517650.910454,138288784.98817024,162989703.67135444,65244949.68525797,153675218.08190417,-8690.471632619176,23192.07932703387,73052525.77454488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,7824130725.068716,0.0,,224012760.11260894,0.0,,,,,,,,,,,,,,,,,
Afar,Cattle,Pastoral,Juvenile Combined,2021,,,2400758365.4399986,5264654273.948459,,,,,,68736135.25941263,150732365.85467196,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Afar,Cattle,Pastoral,Juvenile Female,2021,5322214368.460199,5483295935.171614,,,-986984.6955512017,801942.9305512969,,152380369.46005705,156992297.30613357,,,-28258.368067768435,22960.435559953217,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Afar,Cattle,Pastoral,Juvenile Male,2021,4161130633.7123013,5509352900.372003,,,-1054891.518224597,799473.3274048283,,119137370.16949387,157738334.5209765,,,-30202.608944113348,22889.728329122998,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Afar,Cattle,Pastoral,Neonatal Combined,2021,,,2339259854.628599,5390300364.140636,,,,,,66975370.82004347,154329740.2404457,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Afar,Cattle,Pastoral,Neonatal Female,2021,3109934652.088999,5323662868.166148,,,-1549924.6168622077,807431.8604118151,,89040568.16844459,152421841.46871257,,,-44375.90623036678,23117.58916222874,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Afar,Cattle,Pastoral,Neonatal Male,2021,3541309155.5731983,5458593183.956493,,,-1545570.353907302,806079.9037361171,,101391255.62028967,156285032.60459375,,,-44251.23928689928,23078.88127797709,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Afar,Cattle,Pastoral,Overall,2021,85467208429.2169,11053464707.211779,9647387350.3954,5543608067.463156,76639113.3389632,569425.032534944,75743181965.48254,2447012445.485484,316471851.618772,276214437.63882947,158719094.53098267,2194255.172224698,16303.213442825581,2168603752.6744304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,12365705510.138264,0.0,,354042630.3449117,0.0,,,,,,,,,,,,,,,,,
Afar,Cattle,Pastoral,Oxen,2021,1989198390.407299,5337105212.361324,1035300574.1653004,5357302971.714768,-7537.883847698569,797680.8105492556,953905354.1258464,56952757.75735259,152806709.35133845,29641700.441156786,153384991.58866847,-215.81722308408632,22838.40676223268,27311273.133418888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,7562102076.463461,0.0,,216510615.418813,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Crop livestock mixed,Adult Combined,2021,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Crop livestock mixed,Adult Female,2021,-84745409994.936,6762285242.340864,2102532351.236,5722602607.1157055,-1893452772.636651,11603035.883508999,-84954489573.53534,-2426346627.749316,193611052.14563438,60197623.45193857,163843888.8732067,-54211464.077689365,332206.62911759655,-2432332787.1235657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,8858714180.296722,0.0,,253633928.7147516,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Crop livestock mixed,Adult Male,2021,-111459496027.6284,7534621363.210991,-14570651812.432108,5690643047.637896,-1754707781.724421,1028597.6950360861,-95134136433.47186,-3191197875.300086,215723814.86014837,-417172468.5893509,162928854.4262913,-50239054.94264459,29449.7902459928,-2723786351.7680907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,9442136328.21504,0.0,,270337893.6992913,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Crop livestock mixed,Juvenile Combined,2021,,,17139708817.4458,5593569239.602945,,,,,,490727163.7755942,160149533.3187238,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Crop livestock mixed,Juvenile Female,2021,-72801591929.42331,5765052725.565754,,,-1768975124.024701,915815.7638848254,,-2084383060.7851608,165059278.61236766,,,-50647543.353749074,26220.72971827491,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Crop livestock mixed,Juvenile Male,2021,-89124988789.4388,5910996676.463824,,,-1765086955.6059911,911781.1830509206,,-2551738389.2575707,169237801.23823148,,,-50536221.16731536,26105.215596609654,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Crop livestock mixed,Neonatal Combined,2021,,,32009743713.5793,5602871741.386601,,,,,,916471272.2400423,160415873.33446926,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Crop livestock mixed,Neonatal Female,2021,-43323058676.6832,5768405180.712806,,,-1762488197.509821,963181.491493617,,-1240382898.9704258,165155262.78710017,,,-50461816.09990987,27576.858309326053,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Crop livestock mixed,Neonatal Male,2021,-64035563574.4183,5760556954.510692,,,-1762546585.006691,974796.064232257,,-1833402820.8029332,164930560.14915845,,,-50463487.79287993,27909.395250251022,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Crop livestock mixed,Overall,2021,227232215101.5176,19335338802.20285,-5022107367.378498,5412731810.960941,244103686.053849,833227.474692233,232010218782.84225,6505887680.058663,553590266.4453304,-143788003.09965998,154971975.2045722,6988934.923004399,23856.143636432764,6642686748.235319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,20078670099.07847,0.0,,574872591.7722414,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Crop livestock mixed,Oxen,2021,-132075853403.3714,9891475015.137384,-27756711607.62693,5738196287.568159,-1763869103.986951,1036625.0289305912,-102555272691.75752,-3781464996.5293994,283202913.85550374,-794702670.1575963,164290351.68437573,-50501352.84619763,29679.620917953842,-2936260973.5256057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,11435391365.595652,0.0,,327406797.35415334,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Overall,Adult Combined,2021,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Overall,Adult Female,2021,94853635668.15668,47980999179.722046,60847932488.91281,12784304736.939877,-2281733411.733013,78812536.48962408,36287436590.97688,2715755331.7276626,1373744437.164419,1742137725.3212159,366027548.73033524,-65328330.69439584,2256482.470819318,1038945937.1008425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,49655019296.21354,0.0,,1421673322.807622,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Overall,Adult Male,2021,59691818494.633286,30216202364.676292,57741627090.46008,14954636248.878325,-2171202186.937971,86753220.38866314,4121393591.1111736,1709037014.716576,865120373.0715823,1653201066.3476427,428166330.5877196,-62163710.161455154,2483832.2659481396,117999658.5303886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,33714500690.364414,0.0,,965280185.2183601,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Overall,Juvenile Combined,2021,,,61449374561.5654,10514839086.192053,,,,,,1759357618.9396946,301050456.4156726,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Overall,Juvenile Female,2021,56252466064.21338,22668291036.29177,,,-2086501416.9313164,63311466.161965266,,1610564883.049629,649016053.0940048,,,-59738641.62162866,1812671.181001174,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Overall,Juvenile Male,2021,53182617319.768906,26050854114.393513,,,-2110717603.4602594,71820169.6532453,,1522672014.8786166,745862248.282534,,,-60431975.48507873,2056283.950398594,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Overall,Neonatal Combined,2021,,,63037607166.1785,8612527784.785402,,,,,,1804830321.5263572,246585363.71775243,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Overall,Neonatal Female,2021,57288497226.67349,18899396127.07886,,,-2011039025.679854,51867305.21890499,,1640227500.9711013,541108787.6284562,,,-57578077.19051874,1485013.3017924477,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Overall,Neonatal Male,2021,51868694917.26541,21288312059.702843,,,-2051483237.2271023,57992591.89152454,,1485053090.2592285,609505862.0829332,,,-58736035.79034745,1660386.441918814,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Overall,Overall,2021,249911691724.93683,21058864118.203278,-811892307.8536072,5718035127.437457,599091431.575142,5650822.102804631,250124492601.2153,7155223987.802539,602936535.9196075,-23245296.27473539,163713117.31973505,17152592.39176159,161788.74058159153,7161316691.685513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,21821359160.22072,0.0,,624767538.6132655,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Overall,Oxen,2021,55624868275.9133,34109955853.2344,57447290921.37277,16937127833.513132,-2218791002.49651,89690379.51373039,396368357.0370374,1592596124.891331,976602465.6924646,1644773924.7321577,484927065.7261477,-63526225.98568616,2567926.0963832736,11348426.14485941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,38083637325.26795,0.0,,1090372977.1572704,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Periurban dairy,Adult Combined,2021,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Periurban dairy,Adult Female,2021,179599045663.09268,47502081855.27984,58745400137.6768,11431984386.272398,-388280639.09636205,77953739.27025136,121241926164.51224,5142101959.476978,1360032550.7601817,1681940101.869277,327309252.0972211,-11116866.616706476,2231894.2395833135,3471278724.2244077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,48858408942.36271,0.0,,1398865564.3011537,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Periurban dairy,Adult Male,2021,171151314522.2617,29261721860.753746,72312278902.8922,13829596054.861328,-416494405.21355003,86747122.34181444,99255530024.58304,4900234890.016663,837792632.8189441,2070373534.9369936,395955294.2496018,-11924655.21881056,2483657.6727116676,2841786010.2984796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,32365315051.146717,0.0,,926651638.5381413,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Periurban dairy,Juvenile Combined,2021,,,44309665744.1196,8903584905.546745,,,,,,1268630455.1641004,254918622.86988717,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Periurban dairy,Juvenile Female,2021,129054057993.63669,21922946553.268623,,,-317526292.90661496,63304842.06649831,,3694947943.8347898,627676088.2156374,,,-9091098.26787957,1812481.5264617826,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Periurban dairy,Juvenile Male,2021,142307606109.2077,25371383848.348656,,,-345630647.854268,71814381.73579977,,4074410404.136187,726408328.7278067,,,-9895754.317763364,2056118.2364799702,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Periurban dairy,Neonatal Combined,2021,,,31027863452.5992,6540906901.437448,,,,,,888359049.286315,187272766.79260066,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Periurban dairy,Neonatal Female,2021,100611555903.35669,17997574159.85191,,,-248550828.17003304,51858361.25530282,,2880610399.941527,515288714.4334346,,,-7116261.0906088725,1484757.2270867364,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Periurban dairy,Neonatal Male,2021,115904258491.6837,20494101930.192696,,,-288936652.220411,57984398.65110335,,3318455911.0621614,586766824.4220563,,,-8272547.997467512,1660151.8611755327,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Amhara,Cattle,Periurban dairy,Overall,2021,22679476623.4192,8343885866.488003,4210215059.5248985,1843437023.9365904,354987745.521293,5589053.80301204,18114273818.37301,649336307.7438749,238893874.43742502,120542706.82492481,52779462.707939655,10163657.46875719,160020.25181137357,518629943.45019287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,8545099335.392238,0.0,,244654819.15127683,0.0,,,,,,,,,,,,,,,,,
